"12191KCN001";"GASKET CYLINDER";"5000";"17";"5";"1"
"12191KVB901";"GASKET CYLINDER";"7500";"17";"5";"2"
"12191KVY900";"GASKET CYLINDER";"7500";"17";"5";"1"
"12251KVY901";"GASKET CYLINDER";"15500";"17";"5";"2"
"12361035000";"CAP TAPPET";"8000";"17";"5";"15"
"12391GGC900";"GASKET HEAD COVER";"35000";"17";"5";"3"
"12391KRM840";"GASKET HEAD COVER";"11000";"17";"5";"2"
"12391KWN900";"GASKET,HEAD COVER";"58000";"17";"5";"3"
"12391KWWA80";"GASKET, HEAD COVER";"56000";"17";"5";"2"
"1300AKVY960";"CRANKSHAFT ASSY";"430000";"17";"5";"1"
"1300AKZLC30";"CRANKSHAFT ASSY";"486000";"17";"5";"1"
"1300AKZR600";"CRANKSHAFT ASSY";"520000";"17";"5";"1"
"13031K59A10";"RING SET PISTON (0.50)";"60000";"17";"5";"1"
"13103K36T00";"PISTON (0.50)";"65000";"17";"5";"1"
"13103K44V00";"PISTON (0.50)";"46000";"17";"5";"1"
"13111440001";"PIN PISTON";"13000";"17";"5";"1"
"13115GN5911";"13115GN5910";"500";"17";"5";"2"
"131A2KPH881";"PISTON KIT (0,25)";"140000";"17";"5";"2"
"131A2KRM305";"PISTON KIT (0.25)";"125000";"17";"5";"1"
"131A3KFV951";"PISTON KIT (0.50)";"130000";"17";"5";"1"
"131A3KRM305";"PISTON KIT (0.50)";"125000";"17";"5";"1"
"131A3KVB930";"PISTON KIT (0,50)";"97000";"17";"5";"1"
"131A3KWB920";"PISTON KIT (0,50)";"105000";"17";"5";"1"
"131A3KWN902";"PISTON KIT (0.50)";"102000";"17";"5";"1"
"131A3KZL305";"PISTON KIT (0.50)";"94000";"17";"5";"1"
"14401K18901";"CHAIN, CAM(94L) (FS)";"85000";"17";"5";"1"
"14401K56N01";"CHAIN CAM(120L)";"168000";"17";"5";"4"
"14401KPH901";"CHAIN CAM";"80500";"17";"5";"1"
"14401KPPT01";"CHAIN,CAM";"264000";"17";"5";"1"
"14401KVB901";"CHAIN CAM DID SCR-";"78000";"17";"5";"1"
"14431KGH900";"ARM,VALVE ROCKER";"250000";"17";"5";"1"
"14500KYZ900";"ARM COMP CAM CHAIN";"40000";"17";"5";"1"
"14502086001";"ROLLER CAM CHAIN";"9500";"17";"5";"4"
"14510K56N00";"TENSIONER COMP CAM";"50000";"17";"5";"2"
"14510KZR600";"TENSIONER ASSY., CAM";"20000";"17";"5";"2"
"14541GB4682";"SPRING TENSIONER";"1000";"17";"5";"7"
"1455AKTL6B0";"PUSH ROD ASSY";"38000";"17";"5";"2"
"14610086113";"GUIDE CAM CHAIN";"9900";"17";"5";"2"
"14610KWB600";"ROLLER CAM CHAIN";"17000";"17";"5";"1"
"14611KVB900";"GUIDECAM CHAIN";"3500";"17";"5";"1"
"14711KPH900";"VALVE,INLET";"20500";"17";"5";"1"
"14721KPH880";"VALVE, EXHAUST";"40000";"17";"5";"1"
"15133KPH900";"GEAR, OIL PUMP DRIVEN";"30000";"17";"5";"2"
"15133KVB900";"GEAR OIL PUMP DRIVEN";"24500";"17";"5";"2"
"15133KVY900";"GEAR OIL PUMP DRIVEN";"21500";"17";"5";"1"
"16016KVBS51";"SCREW SET";"40000";"17";"5";"2"
"16046KVY902";"BY STARTER ASSY AUTO";"295000";"17";"5";"1"
"16700K15306";"UNIT ASSY FUEL PUMP";"490000";"17";"5";"1"
"16700K18305";"UNIT ASSY,FUEL PUMP";"493000";"17";"5";"1"
"16700K45N01";"PUMP ASSY FUEL";"600000";"17";"5";"1"
"16700K81N01";"UNIT ASSY,FUEL PUMP";"380000";"17";"5";"2"
"17110KPH880";"PIPE INLET COMP";"34000";"17";"5";"1"
"17200K25SLV";"GARNISH CVR A/C";"65000";"17";"5";"2"
"17200K61A00";"COVER AIR FILTER POP";"65000";"17";"5";"2"
"17210K03N30";"ELEMEN COMP, AIR/C";"42500";"17";"5";"11"
"17210K16900";"ELEMENT COMP., AIR";"50000";"17";"5";"22"
"17210K56N00";"ELEMENT COMP AIR";"55000";"17";"5";"2"
"17210KPH900";"ELEMENT COMP A/C";"30000";"17";"5";"5"
"17210KVB930";"ELEMENT COMP A/C";"54500";"17";"5";"4"
"17210KVY960";"ELEMENT COMP A/C";"52000";"17";"5";"11"
"17210KWB920";"ELEMENT COMP A/C";"35000";"17";"5";"4"
"17210KWC900";"ELEMENT COMP A/C";"44000";"17";"5";"3"
"17210KYZ900";"ELEMENT COMP, AIR/C";"45000";"17";"5";"7"
"17210KZLA00";"ELEMENT COMP A/C";"51500";"17";"5";"19"
"17210KZR600";"ELEMENT COMP, AIR";"54500";"17";"5";"12"
"17211k15900";"ELEMENT COMP,AIR/C";"48000";"17";"5";"5"
"17211K18900";"ELEMENT COMP., A/C";"49500";"17";"5";"3"
"17211KYE900";"ELEMENT COMP A/C";"21000";"17";"5";"5"
"17245K16900";"COVER SUB ASSY., AIR";"28000";"17";"5";"1"
"17518GGLJ00";"DUST SEAL";"2500";"17";"5";"4"
"17572GGLJ00";"O-RING, FUEL PUMP";"13500";"17";"5";"4"
"17620KGH600";"CAP FUEL FILLER";"17500";"17";"5";"2"
"17910K15901";"CABLE COMP THROT";"40000";"17";"5";"1"
"17910K16901";"CABLE COMP THROTTLE";"61000";"17";"5";"2"
"17910K18901";"CABLE COMP A THROT";"64000";"17";"5";"2"
"17910K18902";"CABLE COMP. A,";"83000";"17";"5";"1"
"17910KEV621";"THROTTLE CABLE";"21500";"17";"5";"1"
"17910KSPB01";"CABLE COMP,THROT";"32000";"17";"5";"1"
"17910KTL691";"THROTTLE CABLE";"23500";"17";"5";"4"
"17910KTM780";"CABLE COMP, THROT";"33500";"17";"5";"1"
"17910KTM850";"CABLE COMP THROTTLE";"26000";"17";"5";"3"
"17910KVB904";"CABLE COMP THROTTLE";"70000";"17";"5";"2"
"17910KVG901";"CABLE COMP THROTTLE";"79000";"17";"5";"2"
"17910KWB920";"CABLE COMP, THROT";"22500";"17";"5";"4"
"17910KWC900";"CABLE COMP,THROT";"31500";"17";"5";"2"
"17910KWWA00";"CABLE COMP, THROT";"22000";"17";"5";"3"
"17910KWWA81";"CABLE COMP., THROT";"26000";"17";"5";"6"
"17910KZR601";"CABLE COMP THROTTLE";"65000";"17";"5";"1"
"17920K15901";"CABLE COMP B THROT";"42000";"17";"5";"1"
"17920K18901";"CABLE COMP B THROT";"47000";"17";"5";"1"
"17950KFLD00";"CABLE COMP, CHOKE";"16000";"17";"5";"2"
"17950KWB920";"CABLE COMP, CHOKE";"17000";"17";"5";"2"
"18318K16A00ZA";"PROTECTOR MUFFLER";"80000";"17";"5";"1"
"18318K25900";"PROTECTOR, MUFFLER";"33000";"17";"5";"2"
"18318K59A10";"PROTECTOR, MUFFLER";"30000";"17";"5";"2"
"18318K61900ZA";"PROTECTOR, MUFFLER";"30000";"17";"5";"3"
"18318K81N00ZA";"PROTECTOR MUFFLER";"33000";"17";"5";"3"
"18318KVBN50";"PROTECTOR A MUFFLER";"35000";"17";"5";"2"
"18318KVY901";"PROTECTOR MUFFLER";"17000";"17";"5";"5"
"18318KZL930";"PROTECTOR MUFFLER";"30000";"17";"5";"1"
"18318KZR600";"PROTECTOR, MUFFLER";"36000";"17";"5";"3"
"18805KVY900";"ELEMENT ASV A/C";"3500";"17";"5";"6"
"19104KVB930";"CAP RESERVE TANK";"3500";"17";"5";"4"
"19216KVB900";"GASKET STATOR BASE";"5000";"17";"5";"1"
"19217MAL300";"SEAL MECHANICAL";"51000";"17";"5";"2"
"19505KGH901";"HOSE C RADIATOR";"12000";"17";"5";"1"
"19742KZL930";"CAP L. COVER";"9500";"17";"5";"1"
"22011GCC770";"PIECE SLIDE";"8000";"17";"5";"19"
"22100K25900";"OUTER COMP CLUTCH";"100000";"17";"5";"2"
"22100KVB900";"OUTER COMP CLUTCH";"95000";"17";"5";"1"
"22102KVY900";"FACE DRIVE";"113000";"17";"5";"3"
"22102KZL930";"FACE, DRIVE";"113000";"17";"5";"1"
"22105KVB900";"BOSS DRIVE FACE";"17500";"17";"5";"4"
"22105KVY960";"BOSS DRIVE FACE";"17000";"17";"5";"6"
"22105KZLC00";"BOSS, DRIVE FACE";"20500";"17";"5";"3"
"22110KVB900";"FACE COMP MOVEABLE";"72000";"17";"5";"4"
"22113GFM970";"FINDRIVE FACE";"26000";"17";"5";"2"
"22121KCS651";"CENTER CLUTCH";"55000";"17";"5";"1"
"2212AK36T00";"ROLLER WEIGHT SET";"47000";"17";"5";"8"
"2212AK44V00";"ROLLER WEIGHT SET";"47000";"17";"5";"5"
"2212AKVB900";"ROLLER WEIGHT SET";"60000";"17";"5";"2"
"2212AKVY900";"ROLLER WEIGHT SET";"45000";"17";"5";"1"
"2212AKWN900";"ROLLER WEIGHT SET";"56000";"17";"5";"1"
"22132KWN900";"PIECE,SLIDE";"8000";"17";"5";"6"
"22201107001";"DISK CLUTCH";"100000";"17";"5";"3"
"22201166001";"DISK CLUTCH";"80000";"17";"5";"2"
"22201K56N01";"DISK CLUTCH FRICTION";"110000";"17";"5";"15"
"22201KGH601";"DISK CLUTCH FRICTION";"47500";"17";"5";"10"
"22201KPH901";"DISK CLUTCH FRICTION";"150000";"17";"5";"1"
"22201KPM850";"DISK CLUTCH FRIC";"25000";"17";"5";"3"
"22201KWB603";"DISK CLUTCH FRICTION";"42000";"17";"5";"3"
"22201KWWA01";"DISK CLUTCH FRICTION";"39500";"17";"5";"5"
"22201KYZ901";"DISK CLUTCH FRICTION";"75000";"17";"5";"1"
"22201MJ8001";"DISK CLUTCH FRICTION";"25000";"17";"5";"10"
"22201MR8001";"DISK CLUTCH FRICTION";"32000";"17";"5";"2"
"22321KWW742";"PLATE, CLUTCH";"7000";"17";"5";"4"
"22350107011";"PLATE PRESSURE";"41000";"17";"5";"1"
"22350KVY900";"PLATE COMP DRIVE";"26000";"17";"5";"2"
"22401KPP901";"SPRING,CLUTCH";"5500";"17";"5";"19"
"22401KVB900";"SPRING CLUTCH";"3000";"17";"5";"6"
"22401KVY900";"SPRING CLUTCH";"3500";"17";"5";"21"
"2251725017NR0";"TUBE TIRE (225/250-17)";"29800";"17";"5";"1"
"22530KPH900";"WEIGHT PRIM CLUTCH";"134000";"17";"5";"2"
"22535K44V00";"WEIGHT SET CLUTCH";"105000";"17";"5";"3"
"22535K81N00";"WEIGHT SET CLUTCH";"115000";"17";"5";"1"
"22535KVB900";"WEIGHT SET CLUTCH";"405000";"17";"5";"1"
"22535KVY900";"WEIGHT SET CLUCTH";"123000";"17";"5";"8"
"22535KWN901";"WEIGHT SET CLUTCH";"110000";"17";"5";"18"
"22535KZLA00";"WEIGHT SET CLUTCH";"118000";"17";"5";"3"
"22804148000";"RUBBER  CLUTCH";"2000";"17";"5";"5"
"22804GB2880";"RUBBER CLUTCH";"3000";"17";"5";"7"
"22870K15900";"CABLE COMP CLUTCH";"38000";"17";"5";"3"
"22870K15920";"CABLE COMP., CLUTCH";"36000";"17";"5";"1"
"22870K56N00";"CABLE COMP., CLUTCH";"36000";"17";"5";"2"
"22870K56N10";"CABLE COMP CLUTCH";"35000";"17";"5";"2"
"22870KCJ650";"CABLE COMP,CLUTCH";"34000";"17";"5";"1"
"22870KCJ660";"CABLE COMP CLUTCH";"35000";"17";"5";"3"
"22870KCJ690";"CABLE COMP,CLUTCH";"36000";"17";"5";"2"
"22870KCJ760";"CABLE COMP,CLUTCH";"35500";"17";"5";"1"
"22870KEH600";"CABLE COMP CLUTCH";"43000";"17";"5";"1"
"22870KEH900";"CABLE COMP,CLUTCH";"23000";"17";"5";"1"
"22870KEH930";"CABLE COMP,CLUTCH";"24500";"17";"5";"1"
"22870KWC900";"CABLE COMP,CLUTCH";"24500";"17";"5";"2"
"22870KYE900";"CABLE COMP,CLUTCH";"38000";"17";"5";"2"
"23100K35V01";"BELT DRIVE";"120000";"17";"5";"4"
"23100K36J02";"BELT DRIVE";"130000";"17";"5";"5"
"23100K44V01";"BELT DRIVE";"95000";"17";"5";"2"
"23100KVB901";"BELT DRIVE";"130000";"17";"5";"5"
"23100KVBBA0";"BELT DRIVE KIT";"158000";"17";"5";"10"
"23100KVYBA1";"BELT DRIVE KIT";"123000";"17";"5";"11"
"23100KZLBA0";"BELT DRIVE KIT";"135000";"17";"5";"10"
"23100KZR601";"BELT, DRIVE";"139000";"17";"5";"6"
"23100KZRBA0";"BELT DRIVE KIT";"173000";"17";"5";"12"
"23200KVB900";"DRIVEN FACE ASSY";"220500";"17";"5";"1"
"23205GGC900";"FACE SET DRIVEN";"216000";"17";"5";"1"
"23205KVY900";"FACE SET DRIVEN";"164000";"17";"5";"1"
"23224KVY900";"FACE SET MOVEABLE";"170000";"17";"5";"1"
"23224KZL930";"FACE SET, MOVABLE";"108000";"17";"5";"2"
"23233GCC000";"SPG DRIVEN FACE";"26000";"17";"5";"4"
"23237GCCC50";"COLLAR SEAL";"15500";"17";"5";"2"
"23238GCC000";"COLLAR SPG";"11500";"17";"5";"3"
"23411KVG900";"SHAFT DRIVE (18T)";"129000";"17";"5";"1"
"23411KVY900";"SHAFT DRIVE";"129000";"17";"5";"1"
"23411KZL930";"SHAFT,DRIVE";"129000";"17";"5";"3"
"23411KZR600";"DRIVESHAFT(17T)";"134000";"17";"5";"1"
"23421KVB900";"SHAFT COUNTER (12T)";"98000";"17";"5";"1"
"23422KWN901";"23422KWN900";"82500";"17";"5";"1"
"23801KK1011";"SPROCKET DRIVE";"41000";"17";"5";"1"
"24435KPK900";"24435KPK901";"18500";"17";"5";"1"
"24610KPP900";"SPINDLE COMP,GEAR";"113000";"17";"5";"1"
"24641KBP900";"SP.GRSHFT.ARM";"3500";"17";"5";"10"
"24651KSP910";"SPRING GEAR SHIFT";"5500";"17";"5";"5"
"2751700000NR0";"TUBE TIRE (2.75-17)";"34900";"17";"5";"23"
"28120KVB901";"PINION ASSY START";"182000";"17";"5";"2"
"28223GCC000";"SPRING KICK DRIVEN";"1500";"17";"5";"3"
"28223KZL840";"SPRING KICK DRIVEN";"2000";"17";"5";"2"
"28230KVB902";"GEAR COMP KICK";"52500";"17";"5";"2"
"28230KZL840";"GEAR COMP. KICK";"58000";"17";"5";"2"
"28230KZR600";"GEAR COMP., KICK";"56000";"17";"5";"2"
"28250KVB902";"SPINDLE COMP KICK";"95000";"17";"5";"4"
"28250KZR600";"SPINDLE COMP., KICK";"96000";"17";"5";"1"
"28281KWB600";"SPG KICK RETURN";"7000";"17";"5";"6"
"28300KVB900";"ARM ASSY KICK";"64000";"17";"5";"2"
"28333300000";"SPRING KICK STARTER";"500000";"17";"5";"4"
"30410KVY960";"CDI UNIT";"390000";"17";"5";"1"
"30500K07901";"COIL ASSY IGN";"78000";"17";"5";"1"
"30510KZR601";"COIL COMP., IGNITION";"98000";"17";"5";"1"
"30700K13900";"CAP ASSY NOISE";"72000";"17";"5";"1"
"30700KPH881";"CAP ASSY NOISE";"18500";"17";"5";"1"
"30700KSPB01";"CAP NOISE ASSY";"50000";"17";"5";"2"
"30700KVB931";"CAP ASSY NOISE";"18000";"17";"5";"2"
"30700KVY961";"CAP ASSY NOISE";"42000";"17";"5";"2"
"30700KWN982";"CAP ASSY NOISE";"30000";"17";"5";"2"
"30700KWW641";"CAP ASSY NOISE";"34000";"17";"5";"3"
"30700KZL931";"CAP ASSY NOISE";"33000";"17";"5";"2"
"30700KZLA01";"CAP ASSY NOISE";"33000";"17";"5";"2"
"31120K25902";"STATOR COMP (DS)";"160000";"17";"5";"1"
"31120KVB931";"STATOR COMP";"189000";"17";"5";"1"
"31120KVY961";"STATOR COMP";"173000";"17";"5";"1"
"31120KWWA81";"STATOR COMP";"159000";"17";"5";"1"
"31120KYE902";"STATOR COMP";"151000";"17";"5";"1"
"31213KEE630";"BRACKET COMP FR";"183000";"17";"5";"2"
"31500KPH881";"BATTERY GTZ5S GS";"234000";"17";"5";"5"
"31500KWWA02";"BATTERY YTZ4-V";"227000";"17";"5";"4"
"31500KZR602";"BATTERY(GTZ6V)";"284000";"17";"5";"5"
"31600KRS971";"REGULATOR REC COMP";"105000";"17";"5";"2"
"31600KTMN01";"REGULATOR REC COMP";"241000";"17";"5";"1"
"31600KVBN51";"REGULATOR REC COMP";"111000";"17";"5";"2"
"31600KWW641";"REG RECT COMP";"331000";"17";"5";"2"
"31916KRM841";"SPARK PLUG CPR8EA-9";"13000";"17";"5";"29"
"31916KWB601";"SPARK PLUG CPR6EA-";"13800";"17";"5";"4"
"31926KRM842";"SPARK PLUG CPR9EA-9";"17500";"17";"5";"34"
"31926KWB601";"SPARK PLUG U20EPR9S";"13800";"17";"5";"2"
"31926KYT902";"SPARK PLUG U27EPR-9";"15000";"17";"5";"4"
"31928MFFD01";"SPARK PLUG U24EPR9";"13000";"17";"5";"11"
"33100K16A01";"LIGHT ASSY, HEAD";"600000";"17";"5";"1"
"33100K61900";"HEADLIGHT ASSY";"175000";"17";"5";"1"
"33110K81N01";"UNIT HEAD LIGHT";"110000";"17";"5";"1"
"33110KVBN51";"HEADLIGHT UNIT";"200000";"17";"5";"1"
"33110KVY961";"HEADLIGHT UNIT";"115500";"17";"5";"1"
"33110KZR601";"UNIT,HEAD LIGHT";"262500";"17";"5";"1"
"33130KEV601";"SOCKET COMP";"17000";"17";"5";"3"
"33130KVY961";"SOCKET COMP";"45000";"17";"5";"4"
"33301K07901";"BULB POSITION";"7500";"17";"5";"6"
"33400KTM850";"WINKER ASSY R FR";"40000";"17";"5";"1"
"33400KVB931";"WINKER ASSY R FR";"45000";"17";"5";"1"
"33400KVY961";"WINKER ASSY R FR";"31000";"17";"5";"2"
"33402KTL691";"LENS WINKER R FR";"8500";"17";"5";"1"
"33450K15901";"WINKER ASSY L FR";"115000";"17";"5";"1"
"33450KVB931";"WINKER ASSY L FR";"45000";"17";"5";"1"
"33452KTL691";"LENS WINKER L FR";"8500";"17";"5";"1"
"33650K15921";"WINKER ASSY,L RR";"109000";"17";"5";"1"
"33650KYE901";"WINKER ASSY,L RR";"115000";"17";"5";"1"
"33701K25901";"LENS COMP., TAILLIGHT";"21000";"17";"5";"1"
"33701KTL691";"LENS TAILLIGHT";"16000";"17";"5";"1"
"33701KWWA01";"LENS COMB RR";"30000";"17";"5";"5"
"33703KTL691";"LENS WINKER R RR";"6000";"17";"5";"3"
"33703KVLN01";"LENS COMB TAILLIGHT";"25000";"17";"5";"1"
"33704KVLN01";"BASE COMP TAILLIGHT";"65000";"17";"5";"1"
"33704KWWA01";"BASE COMP TAILLIGHT";"80000";"17";"5";"1"
"34901K18901";"BULB,HEAD LIGHT";"54000";"17";"5";"2"
"34901KC5003";"BULB HEADLIGHT";"125000";"17";"5";"3"
"34901KFVB51";"BULB HEADLIGHT (12V";"17000";"17";"5";"23"
"34901KPH881";"BULB HEADLIGHT";"40000";"17";"5";"2"
"34901KWR004";"BULB HEADLIGHT";"211500";"17";"5";"1"
"34901KZL841";"BULB, HEADLIGHT(12V";"80000";"17";"5";"4"
"34905GM9003";"BULB WINKER";"6000";"17";"5";"9"
"34905KANW01";"WB BULB (12V10W-";"12000";"17";"5";"7"
"34906GB6921";"BULB TAILLIGHT";"10500";"17";"5";"7"
"34906KET940";"BULB TAILLIGHT";"12000";"17";"5";"7"
"34908GA7701";"BULB W BASE";"4000";"17";"5";"7"
"34930KWA930";"BULB (12V10W)";"15000";"17";"5";"7"
"35010KPH900";"KEY SET";"113000";"17";"5";"1"
"35010KVY960";"KEY SET";"200000";"17";"5";"1"
"35150KPH880";"SWITCH UNIT LIGHTING";"33000";"17";"5";"2"
"35160KPH881";"SWITCH UNIT START";"29000";"17";"5";"5"
"35160KWWA01";"SWITCH UNIT START";"26000";"17";"5";"5"
"35170K46N01";"SWITCH UNIT DIMMER";"25000";"17";"5";"3"
"35170K59A11";"SWITCH UNIT DIMMER";"25000";"17";"5";"6"
"35170kph651";"SWITCH UNIT DIMMER";"26000";"17";"5";"7"
"35170KWWA01";"SWITCH UNIT DIMMER";"20000";"17";"5";"8"
"35170KYZ901";"SWITCH UNIT DIMMER";"15000";"17";"5";"5"
"35180KPH881";"SWITCH UNIT HORN";"29000";"17";"5";"6"
"35180KWWA01";"SWITCH UNIT HORN";"26000";"17";"5";"6"
"35190KWN902";"SW UNIT, IDLE";"40000";"17";"5";"2"
"35200K03N31";"SW UNIT,WINKER";"25000";"17";"5";"1"
"35200K47N01";"SWITCH UNIT, WINKER";"18000";"17";"5";"1"
"35200KPH901";"SWITCH UNIT WINKER";"41000";"17";"5";"2"
"35200KVB851";"SWITCH UNIT WINKER";"30000";"17";"5";"6"
"35200KVB900";"SWITCH UNIT WINKER";"30000";"17";"5";"2"
